"PPID","CRT_sum","age","gender","education","party","party_choose","social_issues","econ_issues","X2016vote","Clinton_Trump","media_trust","God","random","CRT_familiarity","conserv_rep","internal_statementID","statement_type","prior","post","priorRT","postRT","signal","statementtext","mem","statementID","capped","prior_recode","Bayes_posterior","post_recode","difference","ratio","log_ratio","difference.absolute","log_ratio.absolute","signal_favors_REP","politically_concordant","memory_error","prior_extremity"
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,1,"FalseDem",60,0,10.507,3.863,"FALSE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",1,5,0,60,42.8571428571429,0.5,42.3571428571429,85.7142857142857,4.45101950616083,42.3571428571429,4.45101950616083,1,0,0,10
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,2,"FalseDem",15,0,10.692,8.838,"FALSE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",1,6,0,15,8.10810810810811,0.5,7.60810810810811,16.2162162162162,2.78601174257192,7.60810810810811,2.78601174257192,1,0,0,35
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,3,"FalseDem",100,0,6.11,2.729,"FALSE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",1,7,0,99.5,99.0049751243781,0.5,98.5049751243781,198.009950248756,5.28831728321345,98.5049751243781,5.28831728321345,1,0,0,50
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,4,"FalseDem",55,0,8.019,3.035,"FALSE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",1,8,0,55,37.9310344827586,0.5,37.4310344827586,75.8620689655173,4.32891680935993,37.4310344827586,4.32891680935993,1,0,0,5
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,1,"TrueRep",25,0,6.638,2.784,"FALSE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",1,9,0,25,14.2857142857143,0.5,13.7857142857143,28.5714285714286,3.35240721749272,13.7857142857143,3.35240721749272,0,1,0,25
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,2,"TrueRep",80,0,11.795,3.395,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",1,10,0,80,88.8888888888889,0.5,-88.3888888888889,0.005625,-5.18053433089165,88.3888888888889,5.18053433089165,1,0,1,30
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,3,"TrueRep",40,0,6.036,2.509,"FALSE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",1,11,0,40,25,0.5,24.5,50,3.91202300542815,24.5,3.91202300542815,0,1,0,10
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,4,"TrueRep",75,25,7.462,5.007,"TRUE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",1,12,0,75,85.7142857142857,25,-60.7142857142857,0.291666666666667,-1.23214368129263,60.7142857142857,1.23214368129263,1,0,1,25
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,1,"TrueDem",100,80,4.191,5.733,"TRUE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",1,13,1,99.5,99.749373433584,80,-19.749373433584,0.802010050251256,-0.220634139708784,19.749373433584,0.220634139708784,0,1,1,50
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,2,"TrueDem",70,30,8.174,6.084,"FALSE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",1,14,0,70,53.8461538461538,30,23.8461538461538,1.79487179487179,0.584933595919713,23.8461538461538,0.584933595919713,1,0,0,20
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,3,"TrueDem",85,0,6.703,3.413,"FALSE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",1,15,0,85,73.9130434782609,0.5,73.4130434782609,147.826086956522,4.9960364946751,73.4130434782609,4.9960364946751,1,0,0,35
3,7,27,1,2,3,1,2,2,6,2,3,2,2,1,-1.44499018211566,4,"TrueDem",100,100,6.837,3.887,"TRUE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,1,99.5,99.749373433584,99.5,-0.249373433583955,0.9975,-0.00250313021811848,0.249373433583955,0.00250313021811848,0,1,0,50
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,1,"FalseRep",91,0,4.516,2.394,"FALSE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",1,1,0,91,83.4862385321101,0.5,82.9862385321101,166.97247706422,5.11782899083574,82.9862385321101,5.11782899083574,0,1,0,41
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,2,"FalseRep",46,100,6.807,2.823,"TRUE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",2,2,0,46,63.013698630137,99.5,36.486301369863,1.57902173913043,0.456805502835752,36.486301369863,0.456805502835752,1,0,0,4
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,3,"FalseRep",59,91,9.682,3.051,"TRUE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",2,3,0,59,74.2138364779874,91,16.7861635220126,1.22618644067797,0.203908898283325,16.7861635220126,0.203908898283325,1,0,0,9
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,4,"FalseRep",79,0,5.516,2.874,"FALSE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",1,4,0,79,65.2892561983471,0.5,64.7892561983471,130.578512396694,4.87197467341832,64.7892561983471,4.87197467341832,0,1,0,29
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,1,"FalseDem",71,100,5.393,8.692,"TRUE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,71,83.0409356725146,99.5,16.4590643274854,1.19820422535211,0.180823957077855,16.4590643274854,0.180823957077855,0,1,0,21
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,2,"FalseDem",60,100,10.493,4.557,"TRUE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",2,6,0,60,75,99.5,24.5,1.32666666666667,0.282669530628237,24.5,0.282669530628237,0,1,0,10
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,3,"FalseDem",65,100,7.323,2.994,"TRUE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",2,7,0,65,78.7878787878788,99.5,20.7121212121212,1.26288461538462,0.233398481621454,20.7121212121212,0.233398481621454,0,1,0,15
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,4,"FalseDem",85,39,5.243,4.615,"FALSE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",1,8,0,85,73.9130434782609,39,34.9130434782609,1.89520624303233,0.639327667985511,34.9130434782609,0.639327667985511,1,0,0,35
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,1,"TrueRep",47,89,7.562,2.959,"FALSE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,47,30.718954248366,89,-58.281045751634,0.345156789307483,-1.06375650342643,58.281045751634,1.06375650342643,0,1,1,3
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,2,"TrueRep",42,100,8.648,12.98,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,0,42,59.1549295774648,99.5,40.3450704225352,1.68202380952381,0.519997716934403,40.3450704225352,0.519997716934403,1,0,0,8
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,3,"TrueRep",69,100,23.211,2.717,"TRUE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",2,11,0,69,81.6568047337278,99.5,17.8431952662722,1.21851449275362,0.197632487942324,17.8431952662722,0.197632487942324,1,0,0,19
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,4,"TrueRep",64,100,6.696,2.67,"FALSE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",2,12,0,64,47.0588235294118,99.5,-52.4411764705882,0.472953000295596,-0.748759260552836,52.4411764705882,0.748759260552836,0,1,1,14
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,1,"TrueDem",70,85,3.883,4.275,"TRUE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",2,13,0,70,82.3529411764706,85,2.64705882352942,1.03214285714286,0.0316370849431827,2.64705882352942,0.0316370849431827,0,1,0,20
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,2,"TrueDem",80,100,10.756,3.306,"TRUE","For approximately six years following the signing of â€œObamacareâ€ù into law, American businesses created new jobs every single month - a new record at the time.",2,14,0,80,88.8888888888889,99.5,10.6111111111111,1.119375,0.112770493832839,10.6111111111111,0.112770493832839,0,1,0,30
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,3,"TrueDem",60,100,8.756,2.87,"FALSE","After six years of the Obama administration, US job growth was at its fastest pace since before the millennium.",2,15,0,60,42.8571428571429,99.5,-56.6428571428571,0.430725053840632,-0.842285318563659,56.6428571428571,0.842285318563659,1,0,1,10
4,0,30,1,4,1,1,1,1,1,1,2,3,2,3,-3.48181654567022,4,"TrueDem",77,100,5.728,8.396,"TRUE","House speaker Republican Paul Ryan was wrong when he claimed in 2016 that Medicare is going broke because of â€œObamacare.â€ù Medicare was in better shape because of Obamacare.",2,16,0,77,87.0056497175141,99.5,12.4943502824859,1.1436038961039,0.134184588336656,12.4943502824859,0.134184588336656,0,1,0,27
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,1,"FalseRep",50,59,6.029,2.64,"TRUE","CNNâ€™s ratings have decreased due to their poor coverage of President Donald Trump.",1,1,0,50,66.6666666666667,59,-7.66666666666666,0.885,-0.122167633974207,7.66666666666666,0.122167633974207,1,1,1,0
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,2,"FalseRep",60,61,8.088,5.254,"TRUE","Expansion of Medicaid through ""Obamacare"" in Ohio left nearly 60,000 disabled citizens stuck on waiting lists for months.",2,2,0,60,75,61,-14,0.813333333333333,-0.206614249362999,14,0.206614249362999,1,1,0,10
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,3,"FalseRep",76,84,6.561,3.365,"TRUE","Only 10 cents on every dollar from the Clinton Foundation goes to charitable causes.",2,3,0,76,86.3636363636364,84,-2.36363636363636,0.972631578947369,-0.0277499129529023,2.36363636363636,0.0277499129529023,1,1,0,26
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,4,"FalseRep",23,9,4.527,2.204,"FALSE","President Donald Trump signed more bills through the legislature in his first 178 days in office than any president in history.",1,4,0,23,12.9943502824859,9,3.99435028248588,1.44381669805399,0.367290092007193,3.99435028248588,0.367290092007193,0,0,0,27
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,1,"FalseDem",19,9,5.128,2.733,"TRUE","During a 2017 summer event highlighting problems with â€œObamacare,â€ù President Donald Trump ignored a disabled child who tried to shake his hand.",2,5,0,19,31.9327731092437,9,-22.9327731092437,0.281842105263158,-1.26640827526673,22.9327731092437,1.26640827526673,0,0,0,31
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,2,"FalseDem",52,50,6.856,4.473,"FALSE","Within two years of â€œObamacareâ€ù being signed into law, health care premiums were going up more slowly than at any time in the previous 50 years.",2,6,0,52,35.1351351351351,50,-14.8648648648649,0.702702702702703,-0.352821374622742,14.8648648648649,0.352821374622742,1,1,1,2
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,3,"FalseDem",0,0,8.99,2.315,"FALSE","Democrat Nancy Pelosi was right when she claimed in 2012 that under â€œObamacareâ€ù everybody in the US will have lower rates, better quality, and better access to health care.",1,7,1,0.5,0.25062656641604,0.5,-0.24937343358396,0.50125313283208,-0.690644050341827,0.24937343358396,0.690644050341827,1,1,0,50
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,4,"FalseDem",22,37,6.502,3.338,"TRUE","More jobs were created in the private sector during the first year of the Obama administration than during the previous eight years of his Republican predecessor George W. Bush.",2,8,0,22,36.0655737704918,37,0.934426229508198,1.02590909090909,0.0255791374711284,0.934426229508198,0.0255791374711284,0,0,0,28
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,1,"TrueRep",73,78,4.786,3.466,"TRUE","During the first six months of President Donald Trump's administration, average weekly earnings for all private sector workers went up.",2,9,0,73,84.393063583815,78,-6.39306358381502,0.924246575342466,-0.0787763865090571,6.39306358381502,0.0787763865090571,1,1,0,23
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,2,"TrueRep",57,77,3.968,2.592,"TRUE","Under President Donald Trumpâ€™s administration, unemployment has fallen to a 17-year low.",2,10,0,57,72.6114649681529,77,4.38853503184714,1.06043859649123,0.0586825928194052,4.38853503184714,0.0586825928194052,1,1,0,7
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,3,"TrueRep",66,79,3.645,2.262,"TRUE","Under the Trump administrationâ€™s first six months in charge, over 1 million jobs were added to the economy.",2,11,0,66,79.5180722891566,79,-0.518072289156621,0.993484848484849,-0.00653646775089745,0.518072289156621,0.00653646775089745,1,1,0,16
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,4,"TrueRep",69,50,6.023,3.58,"FALSE","During President Donald Trumpâ€™s first quarter in office, American exports of coal were up by almost 60% on the previous year.",1,12,0,69,52.6717557251908,50,2.67175572519084,1.05343511450382,0.0520563619560531,2.67175572519084,0.0520563619560531,0,0,0,19
5,7,24,1,2,6,2,4,4,2,2,1,3,2,3,2.03682636355456,1,"TrueDem",37,40,5.526,4.63,"TRUE","During former President Barack Obamaâ€™s final 4 years in office, wages of the average American worker went up.",2,13,0,37,54.014598540146,40,-14.014598540146,0.740540540540541,-0.3003748992502,14.014598540146,0.3003748992502,0,0,0,13
